node_A,node_B,node_C,sim_B_A,sim_C_B
D0800214,D0791867,D0780841,0.996734,0.976424
D0800216,D0791867,D0777833,0.972868,0.948926
D0800216,D0791867,D0780840,0.972868,0.92041
D0800216,D0791867,D0780841,0.972868,0.976424
D0803310,D0791867,D0777833,0.795534,0.948926
D0803310,D0791867,D0780840,0.795534,0.92041
D0803310,D0791867,D0780841,0.795534,0.976424
D0800216,D0800214,D0777833,0.974741,0.95011
D0800216,D0800214,D0780840,0.974741,0.924958
D0800216,D0800214,D0780841,0.974741,0.977445
D0800216,D0800214,D0791867,0.974741,0.996734
D0803310,D0800214,D0777833,0.801624,0.95011
D0803310,D0800214,D0780840,0.801624,0.924958
D0803310,D0800214,D0780841,0.801624,0.977445
D0803310,D0800214,D0791867,0.801624,0.996734
D0803310,D0800216,D0777833,0.861841,0.963761
D0803310,D0800216,D0780840,0.861841,0.954645
D0803310,D0800216,D0780841,0.861841,0.963223
D0803310,D0800216,D0791867,0.861841,0.972868
D0803310,D0800216,D0800214,0.861841,0.974741
D0800211,D0800210,D0799590,0.918127,0.738505
D0800211,D0800210,D0781955,0.918127,0.812174
D0800210,D0781955,D0777248,0.812174,0.815625
D0788843,D0781955,D0777248,0.812315,0.815625
D0792923,D0781955,D0777248,0.764027,0.815625
D0786342,D0781955,D0777248,0.935214,0.815625
D0792923,D0788843,D0781955,0.876034,0.812315
D0792923,D0788843,D0785085,0.876034,0.951965
D0795953,D0792923,D0781955,0.980381,0.764027
D0795953,D0792923,D0788843,0.980381,0.876034
D0795953,D0792923,D0786971,0.980381,0.980083
D0795954,D0792923,D0781955,0.966269,0.764027
D0795954,D0792923,D0788843,0.966269,0.876034
D0795954,D0792923,D0786971,0.966269,0.980083
D0787587,D0787586,D0783714,0.799858,0.80618
D0787587,D0787586,D0785087,0.799858,0.847228
D0787590,D0787586,D0783714,0.827033,0.80618
D0787590,D0787586,D0785087,0.827033,0.847228
D0788844,D0787586,D0783714,0.809227,0.80618
D0788844,D0787586,D0785087,0.809227,0.847228
D0791230,D0787586,D0783714,0.721542,0.80618
D0791230,D0787586,D0785087,0.721542,0.847228
D0794708,D0787586,D0783714,0.841217,0.80618
D0794708,D0787586,D0785087,0.841217,0.847228
D0787590,D0787587,D0783714,0.981632,0.886552
D0787590,D0787587,D0787586,0.981632,0.799858
D0788844,D0787587,D0783714,0.986915,0.886552
D0788844,D0787587,D0787586,0.986915,0.799858
D0791230,D0787587,D0783714,0.924664,0.886552
D0791230,D0787587,D0787586,0.924664,0.799858
D0788844,D0787590,D0783714,0.977993,0.875846
D0788844,D0787590,D0787586,0.977993,0.827033
D0788844,D0787590,D0787587,0.977993,0.981632
D0791230,D0787590,D0783714,0.918135,0.875846
D0791230,D0787590,D0787586,0.918135,0.827033
D0791230,D0787590,D0787587,0.918135,0.981632
D0791230,D0788844,D0783714,0.926779,0.889448
D0791230,D0788844,D0787586,0.926779,0.809227
D0791230,D0788844,D0787587,0.926779,0.986915
D0791230,D0788844,D0787590,0.926779,0.977993
D0805578,D0795954,D0792923,0.962777,0.966269
D0805578,D0795954,D0795953,0.962777,0.962734
D0795954,D0795953,D0792923,0.962734,0.980381
D0798948,D0791865,D0779589,0.787375,0.915637
D0798949,D0791865,D0779589,0.811578,0.915637
D0806160,D0806158,D0781372,0.650086,0.765488
D0806160,D0806158,D0777246,0.650086,0.763418
D0795339,D0794117,D0791866,0.814747,0.86108
D0831106,D0823935,D0818530,0.813923,0.85862
D0831106,D0823935,D0810817,0.813923,0.836071
D0827021,D0818533,D0806789,0.965739,0.96517
D0827021,D0818533,D0814560,0.965739,0.6728
D0827021,D0818533,D0815195,0.965739,0.971897
D0827021,D0818533,D0815198,0.965739,0.914033
D0827021,D0818533,D0806792,0.965739,0.910569
D0827021,D0818533,D0813939,0.965739,0.968775
D0827021,D0818533,D0813940,0.965739,0.975099
D0827021,D0818533,D0809059,0.965739,0.549483
D0827021,D0818533,D0818041,0.965739,0.711333
D0827021,D0818533,D0817391,0.965739,0.959653
D0832916,D0818533,D0806789,0.900429,0.96517
D0832916,D0818533,D0814560,0.900429,0.6728
D0832916,D0818533,D0815195,0.900429,0.971897
D0832916,D0818533,D0815198,0.900429,0.914033
D0832916,D0818533,D0806792,0.900429,0.910569
D0832916,D0818533,D0813939,0.900429,0.968775
D0832916,D0818533,D0813940,0.900429,0.975099
D0832916,D0818533,D0809059,0.900429,0.549483
D0832916,D0818533,D0818041,0.900429,0.711333
D0832916,D0818533,D0817391,0.900429,0.959653
D0819124,D0818528,D0807426,0.929217,0.93417
D0819124,D0818528,D0807427,0.929217,0.992154
D0819124,D0818528,D0809592,0.929217,0.99025
D0820907,D0818528,D0807426,0.88257,0.93417
D0820907,D0818528,D0807427,0.88257,0.992154
D0820907,D0818528,D0809592,0.88257,0.99025
D0821488,D0818528,D0807426,0.884274,0.93417
D0821488,D0818528,D0807427,0.884274,0.992154
D0821488,D0818528,D0809592,0.884274,0.99025
D0821489,D0818528,D0807426,0.954804,0.93417
D0821489,D0818528,D0807427,0.954804,0.992154
D0821489,D0818528,D0809592,0.954804,0.99025
D0821490,D0818528,D0807426,0.973332,0.93417
D0821490,D0818528,D0807427,0.973332,0.992154
D0821490,D0818528,D0809592,0.973332,0.99025
D0822103,D0818528,D0807426,0.975103,0.93417
D0822103,D0818528,D0807427,0.975103,0.992154
D0822103,D0818528,D0809592,0.975103,0.99025
D0826321,D0818528,D0807426,0.894015,0.93417
D0826321,D0818528,D0807427,0.894015,0.992154
D0826321,D0818528,D0809592,0.894015,0.99025
D0832343,D0818528,D0807426,0.827964,0.93417
D0832343,D0818528,D0807427,0.827964,0.992154
D0832343,D0818528,D0809592,0.827964,0.99025
D0820907,D0819124,D0807426,0.942874,0.99491
D0820907,D0819124,D0818528,0.942874,0.929217
D0821488,D0819124,D0807426,0.964702,0.99491
D0821488,D0819124,D0818528,0.964702,0.929217
D0821489,D0819124,D0807426,0.987943,0.99491
D0821489,D0819124,D0818528,0.987943,0.929217
D0821490,D0819124,D0807426,0.942904,0.99491
D0821490,D0819124,D0818528,0.942904,0.929217
D0822103,D0819124,D0807426,0.946744,0.99491
D0822103,D0819124,D0818528,0.946744,0.929217
D0826321,D0819124,D0807426,0.9605,0.99491
D0826321,D0819124,D0818528,0.9605,0.929217
D0832343,D0819124,D0807426,0.812886,0.99491
D0832343,D0819124,D0818528,0.812886,0.929217
D0821488,D0820907,D0807426,0.969672,0.942847
D0821488,D0820907,D0818528,0.969672,0.88257
D0821488,D0820907,D0819124,0.969672,0.942874
D0821489,D0820907,D0807426,0.941087,0.942847
D0821489,D0820907,D0818528,0.941087,0.88257
D0821489,D0820907,D0819124,0.941087,0.942874
D0821490,D0820907,D0807426,0.908832,0.942847
D0821490,D0820907,D0818528,0.908832,0.88257
D0821490,D0820907,D0819124,0.908832,0.942874
D0822103,D0820907,D0807426,0.907935,0.942847
D0822103,D0820907,D0818528,0.907935,0.88257
D0822103,D0820907,D0819124,0.907935,0.942874
D0826321,D0820907,D0807426,0.955194,0.942847
D0826321,D0820907,D0818528,0.955194,0.88257
D0826321,D0820907,D0819124,0.955194,0.942874
D0832343,D0820907,D0807426,0.864412,0.942847
D0832343,D0820907,D0818528,0.864412,0.88257
D0832343,D0820907,D0819124,0.864412,0.942874
D0821489,D0821488,D0807426,0.955115,0.962805
D0821489,D0821488,D0818528,0.955115,0.884274
D0821489,D0821488,D0819124,0.955115,0.964702
D0821489,D0821488,D0820907,0.955115,0.969672
D0821490,D0821488,D0807426,0.920385,0.962805
D0821490,D0821488,D0818528,0.920385,0.884274
D0821490,D0821488,D0819124,0.920385,0.964702
D0821490,D0821488,D0820907,0.920385,0.969672
D0822103,D0821488,D0807426,0.917955,0.962805
D0822103,D0821488,D0818528,0.917955,0.884274
D0822103,D0821488,D0819124,0.917955,0.964702
D0822103,D0821488,D0820907,0.917955,0.969672
D0826321,D0821488,D0807426,0.966345,0.962805
D0826321,D0821488,D0818528,0.966345,0.884274
D0826321,D0821488,D0819124,0.966345,0.964702
D0826321,D0821488,D0820907,0.966345,0.969672
D0832343,D0821488,D0807426,0.845875,0.962805
D0832343,D0821488,D0818528,0.845875,0.884274
D0832343,D0821488,D0819124,0.845875,0.964702
D0832343,D0821488,D0820907,0.845875,0.969672
D0821490,D0821489,D0807426,0.965341,0.986893
D0821490,D0821489,D0818528,0.965341,0.954804
D0821490,D0821489,D0819124,0.965341,0.987943
D0821490,D0821489,D0820907,0.965341,0.941087
D0821490,D0821489,D0821488,0.965341,0.955115
D0822103,D0821489,D0807426,0.969491,0.986893
D0822103,D0821489,D0818528,0.969491,0.954804
D0822103,D0821489,D0819124,0.969491,0.987943
D0822103,D0821489,D0820907,0.969491,0.941087
D0822103,D0821489,D0821488,0.969491,0.955115
D0826321,D0821489,D0807426,0.947998,0.986893
D0826321,D0821489,D0818528,0.947998,0.954804
D0826321,D0821489,D0819124,0.947998,0.987943
D0826321,D0821489,D0820907,0.947998,0.941087
D0826321,D0821489,D0821488,0.947998,0.955115
D0832343,D0821489,D0807426,0.825027,0.986893
D0832343,D0821489,D0818528,0.825027,0.954804
D0832343,D0821489,D0819124,0.825027,0.987943
D0832343,D0821489,D0820907,0.825027,0.941087
D0832343,D0821489,D0821488,0.825027,0.955115
D0822103,D0821490,D0807426,0.994497,0.94463
D0822103,D0821490,D0818528,0.994497,0.973332
D0822103,D0821490,D0819124,0.994497,0.942904
D0822103,D0821490,D0820907,0.994497,0.908832
D0822103,D0821490,D0821488,0.994497,0.920385
D0822103,D0821490,D0821489,0.994497,0.965341
D0822103,D0821490,D0808461,0.994497,0.982699
D0822103,D0821490,D0809594,0.994497,0.981031
D0822103,D0821490,D0811474,0.994497,0.954261
D0822103,D0821490,D0812134,0.994497,0.979562
D0822103,D0821490,D0812683,0.994497,0.978904
D0822103,D0821490,D0812684,0.994497,0.983551
D0822103,D0821490,D0815197,0.994497,0.950173
D0822103,D0821490,D0818532,0.994497,0.982122
D0826321,D0821490,D0807426,0.924412,0.94463
D0826321,D0821490,D0818528,0.924412,0.973332
D0826321,D0821490,D0819124,0.924412,0.942904
D0826321,D0821490,D0820907,0.924412,0.908832
D0826321,D0821490,D0821488,0.924412,0.920385
D0826321,D0821490,D0821489,0.924412,0.965341
D0826321,D0821490,D0808461,0.924412,0.982699
D0826321,D0821490,D0809594,0.924412,0.981031
D0826321,D0821490,D0811474,0.924412,0.954261
D0826321,D0821490,D0812134,0.924412,0.979562
D0826321,D0821490,D0812683,0.924412,0.978904
D0826321,D0821490,D0812684,0.924412,0.983551
D0826321,D0821490,D0815197,0.924412,0.950173
D0826321,D0821490,D0818532,0.924412,0.982122
D0832343,D0821490,D0807426,0.863144,0.94463
D0832343,D0821490,D0818528,0.863144,0.973332
D0832343,D0821490,D0819124,0.863144,0.942904
D0832343,D0821490,D0820907,0.863144,0.908832
D0832343,D0821490,D0821488,0.863144,0.920385
D0832343,D0821490,D0821489,0.863144,0.965341
D0832343,D0821490,D0808461,0.863144,0.982699
D0832343,D0821490,D0809594,0.863144,0.981031
D0832343,D0821490,D0811474,0.863144,0.954261
D0832343,D0821490,D0812134,0.863144,0.979562
D0832343,D0821490,D0812683,0.863144,0.978904
D0832343,D0821490,D0812684,0.863144,0.983551
D0832343,D0821490,D0815197,0.863144,0.950173
D0832343,D0821490,D0818532,0.863144,0.982122
D0827021,D0821490,D0807426,0.947995,0.94463
D0827021,D0821490,D0818528,0.947995,0.973332
D0827021,D0821490,D0819124,0.947995,0.942904
D0827021,D0821490,D0820907,0.947995,0.908832
D0827021,D0821490,D0821488,0.947995,0.920385
D0827021,D0821490,D0821489,0.947995,0.965341
D0827021,D0821490,D0808461,0.947995,0.982699
D0827021,D0821490,D0809594,0.947995,0.981031
D0827021,D0821490,D0811474,0.947995,0.954261
D0827021,D0821490,D0812134,0.947995,0.979562
D0827021,D0821490,D0812683,0.947995,0.978904
D0827021,D0821490,D0812684,0.947995,0.983551
D0827021,D0821490,D0815197,0.947995,0.950173
D0827021,D0821490,D0818532,0.947995,0.982122
D0832342,D0821490,D0807426,0.970739,0.94463
D0832342,D0821490,D0818528,0.970739,0.973332
D0832342,D0821490,D0819124,0.970739,0.942904
D0832342,D0821490,D0820907,0.970739,0.908832
D0832342,D0821490,D0821488,0.970739,0.920385
D0832342,D0821490,D0821489,0.970739,0.965341
D0832342,D0821490,D0808461,0.970739,0.982699
D0832342,D0821490,D0809594,0.970739,0.981031
D0832342,D0821490,D0811474,0.970739,0.954261
D0832342,D0821490,D0812134,0.970739,0.979562
D0832342,D0821490,D0812683,0.970739,0.978904
D0832342,D0821490,D0812684,0.970739,0.983551
D0832342,D0821490,D0815197,0.970739,0.950173
D0832342,D0821490,D0818532,0.970739,0.982122
D0830451,D0821490,D0807426,0.912519,0.94463
D0830451,D0821490,D0818528,0.912519,0.973332
D0830451,D0821490,D0819124,0.912519,0.942904
D0830451,D0821490,D0820907,0.912519,0.908832
D0830451,D0821490,D0821488,0.912519,0.920385
D0830451,D0821490,D0821489,0.912519,0.965341
D0830451,D0821490,D0808461,0.912519,0.982699
D0830451,D0821490,D0809594,0.912519,0.981031
D0830451,D0821490,D0811474,0.912519,0.954261
D0830451,D0821490,D0812134,0.912519,0.979562
D0830451,D0821490,D0812683,0.912519,0.978904
D0830451,D0821490,D0812684,0.912519,0.983551
D0830451,D0821490,D0815197,0.912519,0.950173
D0830451,D0821490,D0818532,0.912519,0.982122
D0826321,D0822103,D0807426,0.922682,0.947973
D0826321,D0822103,D0818528,0.922682,0.975103
D0826321,D0822103,D0819124,0.922682,0.946744
D0826321,D0822103,D0820907,0.922682,0.907935
D0826321,D0822103,D0821488,0.922682,0.917955
D0826321,D0822103,D0821489,0.922682,0.969491
D0826321,D0822103,D0821490,0.922682,0.994497
D0826321,D0822103,D0812683,0.922682,0.980766
D0832343,D0822103,D0807426,0.844667,0.947973
D0832343,D0822103,D0818528,0.844667,0.975103
D0832343,D0822103,D0819124,0.844667,0.946744
D0832343,D0822103,D0820907,0.844667,0.907935
D0832343,D0822103,D0821488,0.844667,0.917955
D0832343,D0822103,D0821489,0.844667,0.969491
D0832343,D0822103,D0821490,0.844667,0.994497
D0832343,D0822103,D0812683,0.844667,0.980766
D0827021,D0822103,D0807426,0.93768,0.947973
D0827021,D0822103,D0818528,0.93768,0.975103
D0827021,D0822103,D0819124,0.93768,0.946744
D0827021,D0822103,D0820907,0.93768,0.907935
D0827021,D0822103,D0821488,0.93768,0.917955
D0827021,D0822103,D0821489,0.93768,0.969491
D0827021,D0822103,D0821490,0.93768,0.994497
D0827021,D0822103,D0812683,0.93768,0.980766
D0830451,D0822103,D0807426,0.905963,0.947973
D0830451,D0822103,D0818528,0.905963,0.975103
D0830451,D0822103,D0819124,0.905963,0.946744
D0830451,D0822103,D0820907,0.905963,0.907935
D0830451,D0822103,D0821488,0.905963,0.917955
D0830451,D0822103,D0821489,0.905963,0.969491
D0830451,D0822103,D0821490,0.905963,0.994497
D0830451,D0822103,D0812683,0.905963,0.980766
D0832343,D0826321,D0807426,0.835895,0.960224
D0832343,D0826321,D0818528,0.835895,0.894015
D0832343,D0826321,D0819124,0.835895,0.9605
D0832343,D0826321,D0820907,0.835895,0.955194
D0832343,D0826321,D0821488,0.835895,0.966345
D0832343,D0826321,D0821489,0.835895,0.947998
D0832343,D0826321,D0821490,0.835895,0.924412
D0832343,D0826321,D0822103,0.835895,0.922682
D0832343,D0826321,D0812134,0.835895,0.928064
D0832343,D0826321,D0812683,0.835895,0.951443
D0832343,D0826321,D0810192,0.835895,0.943805
D0827021,D0826321,D0807426,0.914422,0.960224
D0827021,D0826321,D0818528,0.914422,0.894015
D0827021,D0826321,D0819124,0.914422,0.9605
D0827021,D0826321,D0820907,0.914422,0.955194
D0827021,D0826321,D0821488,0.914422,0.966345
D0827021,D0826321,D0821489,0.914422,0.947998
D0827021,D0826321,D0821490,0.914422,0.924412
D0827021,D0826321,D0822103,0.914422,0.922682
D0827021,D0826321,D0812134,0.914422,0.928064
D0827021,D0826321,D0812683,0.914422,0.951443
D0827021,D0826321,D0810192,0.914422,0.943805
D0830451,D0826321,D0807426,0.964143,0.960224
D0830451,D0826321,D0818528,0.964143,0.894015
D0830451,D0826321,D0819124,0.964143,0.9605
D0830451,D0826321,D0820907,0.964143,0.955194
D0830451,D0826321,D0821488,0.964143,0.966345
D0830451,D0826321,D0821489,0.964143,0.947998
D0830451,D0826321,D0821490,0.964143,0.924412
D0830451,D0826321,D0822103,0.964143,0.922682
D0830451,D0826321,D0812134,0.964143,0.928064
D0830451,D0826321,D0812683,0.964143,0.951443
D0830451,D0826321,D0810192,0.964143,0.943805
D0818528,D0809592,D0807427,0.99025,0.991224
D0818528,D0809592,D0808461,0.99025,0.980471
D0809594,D0809592,D0807427,0.982284,0.991224
D0809594,D0809592,D0808461,0.982284,0.980471
D0812684,D0809592,D0807427,0.978443,0.991224
D0812684,D0809592,D0808461,0.978443,0.980471
D0818527,D0809592,D0807427,0.95077,0.991224
D0818527,D0809592,D0808461,0.95077,0.980471
D0832338,D0831738,D0807955,0.979364,0.702986
D0818533,D0815195,D0814560,0.971897,0.684041
D0817388,D0816156,D0813299,0.869779,0.83879
D0827022,D0816156,D0813299,0.914816,0.83879
D0827022,D0817388,D0816156,0.862225,0.869779
D0827705,D0827022,D0816156,0.758805,0.914816
D0827705,D0827022,D0817388,0.758805,0.862225
D0829274,D0818040,D0810817,0.940937,0.565623
D0836711,D0806784,D0806783,0.829979,0.891092
D0809594,D0808461,D0807427,0.992764,0.985975
D0811474,D0808461,D0807427,0.952403,0.985975
D0812134,D0808461,D0807427,0.988998,0.985975
D0812683,D0808461,D0807427,0.981545,0.985975
D0812684,D0808461,D0807427,0.991056,0.985975
D0815197,D0808461,D0807427,0.944616,0.985975
D0818532,D0808461,D0807427,0.985679,0.985975
D0821490,D0808461,D0807427,0.982699,0.985975
D0827021,D0808461,D0807427,0.932088,0.985975
D0832342,D0808461,D0807427,0.975763,0.985975
D0832343,D0808461,D0807427,0.827861,0.985975
D0809592,D0808461,D0807427,0.980471,0.985975
D0811474,D0809594,D0807427,0.969958,0.982074
D0811474,D0809594,D0809592,0.969958,0.982284
D0811474,D0809594,D0808461,0.969958,0.992764
D0812134,D0809594,D0807427,0.993713,0.982074
D0812134,D0809594,D0809592,0.993713,0.982284
D0812134,D0809594,D0808461,0.993713,0.992764
D0812683,D0809594,D0807427,0.987694,0.982074
D0812683,D0809594,D0809592,0.987694,0.982284
D0812683,D0809594,D0808461,0.987694,0.992764
D0812684,D0809594,D0807427,0.990063,0.982074
D0812684,D0809594,D0809592,0.990063,0.982284
D0812684,D0809594,D0808461,0.990063,0.992764
D0815197,D0809594,D0807427,0.960993,0.982074
D0815197,D0809594,D0809592,0.960993,0.982284
D0815197,D0809594,D0808461,0.960993,0.992764
D0818532,D0809594,D0807427,0.985361,0.982074
D0818532,D0809594,D0809592,0.985361,0.982284
D0818532,D0809594,D0808461,0.985361,0.992764
D0821490,D0809594,D0807427,0.981031,0.982074
D0821490,D0809594,D0809592,0.981031,0.982284
D0821490,D0809594,D0808461,0.981031,0.992764
D0827021,D0809594,D0807427,0.946591,0.982074
D0827021,D0809594,D0809592,0.946591,0.982284
D0827021,D0809594,D0808461,0.946591,0.992764
D0832342,D0809594,D0807427,0.97684,0.982074
D0832342,D0809594,D0809592,0.97684,0.982284
D0832342,D0809594,D0808461,0.97684,0.992764
D0832343,D0809594,D0807427,0.832759,0.982074
D0832343,D0809594,D0809592,0.832759,0.982284
D0832343,D0809594,D0808461,0.832759,0.992764
D0812134,D0811474,D0807426,0.972944,0.978103
D0812134,D0811474,D0808461,0.972944,0.952403
D0812134,D0811474,D0809594,0.972944,0.969958
D0812134,D0811474,D0807428,0.972944,0.97427
D0812683,D0811474,D0807426,0.980294,0.978103
D0812683,D0811474,D0808461,0.980294,0.952403
D0812683,D0811474,D0809594,0.980294,0.969958
D0812683,D0811474,D0807428,0.980294,0.97427
D0812684,D0811474,D0807426,0.957063,0.978103
D0812684,D0811474,D0808461,0.957063,0.952403
D0812684,D0811474,D0809594,0.957063,0.969958
D0812684,D0811474,D0807428,0.957063,0.97427
D0815197,D0811474,D0807426,0.989996,0.978103
D0815197,D0811474,D0808461,0.989996,0.952403
D0815197,D0811474,D0809594,0.989996,0.969958
D0815197,D0811474,D0807428,0.989996,0.97427
D0818532,D0811474,D0807426,0.953364,0.978103
D0818532,D0811474,D0808461,0.953364,0.952403
D0818532,D0811474,D0809594,0.953364,0.969958
D0818532,D0811474,D0807428,0.953364,0.97427
D0821490,D0811474,D0807426,0.954261,0.978103
D0821490,D0811474,D0808461,0.954261,0.952403
D0821490,D0811474,D0809594,0.954261,0.969958
D0821490,D0811474,D0807428,0.954261,0.97427
D0827021,D0811474,D0807426,0.940686,0.978103
D0827021,D0811474,D0808461,0.940686,0.952403
D0827021,D0811474,D0809594,0.940686,0.969958
D0827021,D0811474,D0807428,0.940686,0.97427
D0832342,D0811474,D0807426,0.958568,0.978103
D0832342,D0811474,D0808461,0.958568,0.952403
D0832342,D0811474,D0809594,0.958568,0.969958
D0832342,D0811474,D0807428,0.958568,0.97427
D0832343,D0811474,D0807426,0.834505,0.978103
D0832343,D0811474,D0808461,0.834505,0.952403
D0832343,D0811474,D0809594,0.834505,0.969958
D0832343,D0811474,D0807428,0.834505,0.97427
D0836712,D0811474,D0807426,0.944539,0.978103
D0836712,D0811474,D0808461,0.944539,0.952403
D0836712,D0811474,D0809594,0.944539,0.969958
D0836712,D0811474,D0807428,0.944539,0.97427
D0815199,D0811474,D0807426,0.909456,0.978103
D0815199,D0811474,D0808461,0.909456,0.952403
D0815199,D0811474,D0809594,0.909456,0.969958
D0815199,D0811474,D0807428,0.909456,0.97427
D0812683,D0812134,D0808461,0.990214,0.988998
D0812683,D0812134,D0809594,0.990214,0.993713
D0812683,D0812134,D0811474,0.990214,0.972944
D0812684,D0812134,D0808461,0.992691,0.988998
D0812684,D0812134,D0809594,0.992691,0.993713
D0812684,D0812134,D0811474,0.992691,0.972944
D0815197,D0812134,D0808461,0.963871,0.988998
D0815197,D0812134,D0809594,0.963871,0.993713
D0815197,D0812134,D0811474,0.963871,0.972944
D0818532,D0812134,D0808461,0.984509,0.988998
D0818532,D0812134,D0809594,0.984509,0.993713
D0818532,D0812134,D0811474,0.984509,0.972944
D0821490,D0812134,D0808461,0.979562,0.988998
D0821490,D0812134,D0809594,0.979562,0.993713
D0821490,D0812134,D0811474,0.979562,0.972944
D0827021,D0812134,D0808461,0.946689,0.988998
D0827021,D0812134,D0809594,0.946689,0.993713
D0827021,D0812134,D0811474,0.946689,0.972944
D0832342,D0812134,D0808461,0.973324,0.988998
D0832342,D0812134,D0809594,0.973324,0.993713
D0832342,D0812134,D0811474,0.973324,0.972944
D0832343,D0812134,D0808461,0.834497,0.988998
D0832343,D0812134,D0809594,0.834497,0.993713
D0832343,D0812134,D0811474,0.834497,0.972944
D0826321,D0812134,D0808461,0.928064,0.988998
D0826321,D0812134,D0809594,0.928064,0.993713
D0826321,D0812134,D0811474,0.928064,0.972944
D0812684,D0812683,D0808461,0.983845,0.981545
D0812684,D0812683,D0809594,0.983845,0.987694
D0812684,D0812683,D0811474,0.983845,0.980294
D0812684,D0812683,D0812134,0.983845,0.990214
D0815197,D0812683,D0808461,0.972725,0.981545
D0815197,D0812683,D0809594,0.972725,0.987694
D0815197,D0812683,D0811474,0.972725,0.980294
D0815197,D0812683,D0812134,0.972725,0.990214
D0818532,D0812683,D0808461,0.975827,0.981545
D0818532,D0812683,D0809594,0.975827,0.987694
D0818532,D0812683,D0811474,0.975827,0.980294
D0818532,D0812683,D0812134,0.975827,0.990214
D0821490,D0812683,D0808461,0.978904,0.981545
D0821490,D0812683,D0809594,0.978904,0.987694
D0821490,D0812683,D0811474,0.978904,0.980294
D0821490,D0812683,D0812134,0.978904,0.990214
D0827021,D0812683,D0808461,0.939219,0.981545
D0827021,D0812683,D0809594,0.939219,0.987694
D0827021,D0812683,D0811474,0.939219,0.980294
D0827021,D0812683,D0812134,0.939219,0.990214
D0832342,D0812683,D0808461,0.977927,0.981545
D0832342,D0812683,D0809594,0.977927,0.987694
D0832342,D0812683,D0811474,0.977927,0.980294
D0832342,D0812683,D0812134,0.977927,0.990214
D0832343,D0812683,D0808461,0.835089,0.981545
D0832343,D0812683,D0809594,0.835089,0.987694
D0832343,D0812683,D0811474,0.835089,0.980294
D0832343,D0812683,D0812134,0.835089,0.990214
D0822103,D0812683,D0808461,0.980766,0.981545
D0822103,D0812683,D0809594,0.980766,0.987694
D0822103,D0812683,D0811474,0.980766,0.980294
D0822103,D0812683,D0812134,0.980766,0.990214
D0826321,D0812683,D0808461,0.951443,0.981545
D0826321,D0812683,D0809594,0.951443,0.987694
D0826321,D0812683,D0811474,0.951443,0.980294
D0826321,D0812683,D0812134,0.951443,0.990214
D0830451,D0812683,D0808461,0.931621,0.981545
D0830451,D0812683,D0809594,0.931621,0.987694
D0830451,D0812683,D0811474,0.931621,0.980294
D0830451,D0812683,D0812134,0.931621,0.990214
D0815197,D0812684,D0807427,0.948411,0.982254
D0815197,D0812684,D0809592,0.948411,0.978443
D0815197,D0812684,D0808461,0.948411,0.991056
D0815197,D0812684,D0809594,0.948411,0.990063
D0815197,D0812684,D0811474,0.948411,0.957063
D0815197,D0812684,D0812134,0.948411,0.992691
D0815197,D0812684,D0812683,0.948411,0.983845
D0818532,D0812684,D0807427,0.985347,0.982254
D0818532,D0812684,D0809592,0.985347,0.978443
D0818532,D0812684,D0808461,0.985347,0.991056
D0818532,D0812684,D0809594,0.985347,0.990063
D0818532,D0812684,D0811474,0.985347,0.957063
D0818532,D0812684,D0812134,0.985347,0.992691
D0818532,D0812684,D0812683,0.985347,0.983845
D0821490,D0812684,D0807427,0.983551,0.982254
D0821490,D0812684,D0809592,0.983551,0.978443
D0821490,D0812684,D0808461,0.983551,0.991056
D0821490,D0812684,D0809594,0.983551,0.990063
D0821490,D0812684,D0811474,0.983551,0.957063
D0821490,D0812684,D0812134,0.983551,0.992691
D0821490,D0812684,D0812683,0.983551,0.983845
D0827021,D0812684,D0807427,0.94028,0.982254
D0827021,D0812684,D0809592,0.94028,0.978443
D0827021,D0812684,D0808461,0.94028,0.991056
D0827021,D0812684,D0809594,0.94028,0.990063
D0827021,D0812684,D0811474,0.94028,0.957063
D0827021,D0812684,D0812134,0.94028,0.992691
D0827021,D0812684,D0812683,0.94028,0.983845
D0832342,D0812684,D0807427,0.970971,0.982254
D0832342,D0812684,D0809592,0.970971,0.978443
D0832342,D0812684,D0808461,0.970971,0.991056
D0832342,D0812684,D0809594,0.970971,0.990063
D0832342,D0812684,D0811474,0.970971,0.957063
D0832342,D0812684,D0812134,0.970971,0.992691
D0832342,D0812684,D0812683,0.970971,0.983845
D0832343,D0812684,D0807427,0.833625,0.982254
D0832343,D0812684,D0809592,0.833625,0.978443
D0832343,D0812684,D0808461,0.833625,0.991056
D0832343,D0812684,D0809594,0.833625,0.990063
D0832343,D0812684,D0811474,0.833625,0.957063
D0832343,D0812684,D0812134,0.833625,0.992691
D0832343,D0812684,D0812683,0.833625,0.983845
D0818532,D0815197,D0808461,0.947136,0.944616
D0818532,D0815197,D0809594,0.947136,0.960993
D0818532,D0815197,D0811474,0.947136,0.989996
D0818532,D0815197,D0812134,0.947136,0.963871
D0818532,D0815197,D0812683,0.947136,0.972725
D0818532,D0815197,D0812684,0.947136,0.948411
D0821490,D0815197,D0808461,0.950173,0.944616
D0821490,D0815197,D0809594,0.950173,0.960993
D0821490,D0815197,D0811474,0.950173,0.989996
D0821490,D0815197,D0812134,0.950173,0.963871
D0821490,D0815197,D0812683,0.950173,0.972725
